lease_id,unit_id,property_id,tenant_id,start_date,end_date,monthly_rent,status,deposit_paid,furnished,payment_method
LAF1EEFDC,U02453,P0080,T00649,2023-11-10,2025-05-03,1619.08,Expired,1678.52,No,Credit Card
L7A028E03,U02454,P0045,T02660,2024-02-15,2025-02-09,1285.06,Expired,2234.22,No,Bank Transfer
LEF2C9DAD,U02455,P0063,T00693,2024-09-16,2026-03-10,3386.54,Terminated,2009.22,Yes,Credit Card
L2C6ED76E,U02456,P0058,T01670,2024-10-29,2025-04-27,1023.87,Active,2360.0,Yes,Credit Card
L1BF7E85E,U02457,P0057,T02695,2022-10-29,2024-04-21,1718.6,Expired,3067.78,Yes,Cash
L5D977365,U02458,P0033,T00154,2023-03-28,2024-09-18,1973.63,Active,1078.52,Yes,Cash
LFB7B6BDB,U02459,P0015,T01715,2023-08-28,2024-02-24,1315.99,Expired,2806.29,No,Bank Transfer
LFC10A6FE,U02460,P0004,T02740,2023-04-28,2023-10-25,1517.09,Active,2801.7,No,Bank Transfer
L91F3607C,U02461,P0040,T01066,2022-09-13,2023-03-12,1355.9,Active,1465.06,Yes,Cash
L6C1918FE,U02462,P0028,T02747,2023-07-15,2025-01-05,2056.81,Active,3329.59,Yes,Cash
L6A43CD8F,U02463,P0080,T00763,2024-10-20,2026-04-13,3315.67,Expired,1120.62,Yes,Credit Card
L790B61C4,U02464,P0083,T00647,2022-06-08,2023-06-03,1767.19,Active,948.2,Yes,Credit Card
L47D25F89,U02465,P0051,T02516,2022-07-13,2024-07-02,2176.96,Expired,1881.75,No,Cash
L2482E69D,U02466,P0086,T02292,2024-02-29,2025-02-23,3232.05,Expired,3290.02,Yes,Bank Transfer
L1C055659,U02467,P0039,T00026,2023-01-08,2023-07-07,1835.63,Terminated,1975.21,No,Bank Transfer
LF77B5C9D,U02468,P0064,T01718,2022-11-04,2024-10-24,3219.84,Active,2920.12,No,Cash
LDE0CF1A5,U02469,P0093,T02705,2024-11-09,2025-05-08,809.87,Terminated,1460.18,No,Credit Card
L01479934,U02470,P0070,T01981,2025-03-03,2027-02-21,1938.79,Expired,1189.15,No,Credit Card
L205C2C09,U02471,P0092,T01140,2023-06-04,2025-05-24,1338.84,Expired,613.35,No,Bank Transfer
L00CBD8CB,U02472,P0072,T02095,2024-10-01,2026-09-21,2537.1,Active,1287.53,Yes,Credit Card
LDBE13D77,U02473,P0060,T02068,2024-07-21,2026-01-12,941.34,Active,1192.94,No,Credit Card
L167B351D,U02474,P0025,T02164,2025-01-26,2026-01-21,2965.17,Terminated,3054.47,Yes,Cash
LE489F243,U02475,P0047,T02622,2025-03-31,2027-03-21,2104.28,Active,1748.21,No,Cash
LD61ECD53,U02476,P0010,T01349,2023-11-20,2025-05-13,3440.2,Terminated,1101.69,Yes,Credit Card
LE28EA72B,U02477,P0023,T02670,2023-12-14,2024-06-11,1381.47,Terminated,1375.6,Yes,Cash
LA301FAA6,U02478,P0001,T00503,2022-11-01,2023-10-27,1266.44,Expired,1638.1,No,Credit Card
LD42B5D11,U02479,P0088,T01183,2025-03-03,2026-08-25,3259.25,Terminated,2346.04,Yes,Bank Transfer
L0D766F6A,U02480,P0018,T00555,2023-11-30,2024-05-28,1912.26,Terminated,3303.23,No,Cash
LC588AE87,U02481,P0076,T00354,2022-08-31,2023-02-27,930.85,Terminated,1130.83,No,Bank Transfer
L9615252B,U02482,P0092,T02550,2022-11-21,2024-05-14,2327.9,Active,2346.66,Yes,Bank Transfer
L9CDF616C,U02483,P0001,T01126,2024-09-27,2025-09-22,906.81,Active,1709.12,No,Cash
LFBEA4BA9,U02484,P0057,T01241,2024-06-01,2025-05-27,2552.72,Terminated,2594.21,Yes,Credit Card
L16246167,U02485,P0010,T01782,2024-02-12,2025-02-06,2522.98,Active,1461.69,No,Bank Transfer
L1E8324C3,U02486,P0069,T01357,2023-06-13,2024-06-07,1052.5,Expired,1781.34,No,Credit Card
LED406ED3,U02487,P0016,T02635,2022-12-16,2024-12-05,1147.64,Expired,3342.87,Yes,Credit Card
L2AC38EB2,U02488,P0045,T01639,2025-01-23,2026-01-18,2082.96,Active,1451.78,No,Cash
L9E7AA1DE,U02489,P0005,T00938,2024-07-13,2026-01-04,2869.02,Expired,1993.85,Yes,Credit Card
L62997BDA,U02490,P0008,T02649,2023-02-22,2024-08-15,1637.09,Terminated,2935.9,No,Cash
L203E086F,U02491,P0077,T02374,2023-07-29,2024-07-23,3141.31,Active,2519.02,No,Credit Card
L28B9B811,U02492,P0077,T01180,2022-10-23,2023-04-21,926.8,Expired,2198.97,Yes,Bank Transfer
L0AB85508,U02493,P0024,T00510,2022-06-11,2023-12-03,2860.9,Active,909.51,Yes,Cash
LD95ECD90,U02494,P0044,T00296,2024-04-06,2024-10-03,1417.41,Expired,3147.49,No,Cash
L39930346,U02495,P0045,T00487,2022-12-02,2024-11-21,854.33,Terminated,2758.18,No,Credit Card
L05A5CE46,U02496,P0016,T02016,2023-01-31,2025-01-20,2079.19,Active,1840.32,Yes,Credit Card
L8877B0E3,U02497,P0066,T01750,2022-05-11,2023-05-06,819.16,Terminated,2958.19,Yes,Cash
L9F11DBC7,U02498,P0075,T00204,2022-09-25,2024-03-18,1771.53,Terminated,2122.3,Yes,Credit Card
L16D2FDC9,U02499,P0051,T00426,2024-07-16,2025-07-11,2628.71,Terminated,2607.89,No,Bank Transfer
L19D356A4,U02500,P0091,T00549,2025-01-14,2026-01-09,3381.15,Active,2094.02,Yes,Bank Transfer
LB40DFD62,U02501,P0087,T00618,2025-04-18,2025-10-15,1879.24,Active,3361.11,No,Bank Transfer
LCF5D0B98,U02502,P0088,T01103,2024-01-08,2024-07-06,2533.7,Active,1394.45,No,Bank Transfer
L011FADEB,U02503,P0010,T02408,2024-12-27,2025-06-25,1141.45,Active,3027.66,No,Credit Card
L11554411,U02504,P0033,T00539,2025-02-19,2026-08-13,1777.89,Terminated,2481.41,No,Credit Card
LEB5DACDA,U02505,P0093,T02076,2023-09-17,2024-09-11,2071.2,Expired,1096.79,Yes,Bank Transfer
L685235DB,U02506,P0015,T01706,2025-01-24,2027-01-14,2424.55,Terminated,682.05,Yes,Bank Transfer
L6B1E1A9F,U02507,P0080,T02890,2023-01-10,2023-07-09,1916.02,Expired,2139.84,Yes,Credit Card
LF193EB5A,U02508,P0059,T02516,2023-09-16,2025-03-09,1977.33,Terminated,2746.02,Yes,Bank Transfer
LCBD3A132,U02509,P0049,T02188,2022-07-14,2023-01-10,3035.4,Expired,2813.73,Yes,Credit Card
L8CB42B8C,U02510,P0053,T02316,2024-07-18,2025-07-13,904.79,Terminated,1082.39,Yes,Bank Transfer
L6BE40644,U02511,P0095,T01932,2024-12-29,2025-12-24,2248.84,Expired,3304.47,Yes,Cash
LD0F527A8,U02512,P0029,T01295,2023-08-19,2024-08-13,3054.38,Expired,3027.6,Yes,Credit Card
L5744668D,U02513,P0049,T00757,2023-04-11,2024-10-02,1618.66,Terminated,1788.34,No,Credit Card
L5CBF79C7,U02514,P0023,T02963,2023-08-01,2024-07-26,2070.91,Expired,972.11,Yes,Bank Transfer
LF2B598BD,U02515,P0005,T00042,2024-05-05,2026-04-25,883.88,Expired,3340.71,No,Cash
L4AEC4636,U02516,P0053,T02757,2023-01-23,2023-07-22,1449.92,Terminated,1219.85,Yes,Bank Transfer
L48A566E3,U02517,P0055,T00334,2024-09-21,2025-03-20,1025.12,Terminated,3285.52,Yes,Credit Card
L7D871759,U02518,P0007,T00640,2024-01-12,2024-07-10,2365.29,Active,2501.11,No,Credit Card
L01FC6DF2,U02519,P0007,T02787,2024-04-15,2024-10-12,3261.26,Terminated,1536.86,Yes,Bank Transfer
LDEB4D27D,U02520,P0014,T00945,2024-05-31,2025-11-22,2478.07,Expired,616.4,Yes,Bank Transfer
LFE3343D8,U02521,P0057,T02683,2023-06-05,2023-12-02,1304.29,Active,2993.74,Yes,Cash
LCD1CE053,U02522,P0017,T00763,2025-04-24,2026-04-19,2870.27,Terminated,1551.93,No,Cash
LEFB836CB,U02523,P0046,T01222,2023-10-13,2024-10-07,1817.39,Active,2100.66,No,Credit Card
L3EC39EDC,U02524,P0048,T01597,2024-03-24,2024-09-20,800.65,Terminated,1223.73,Yes,Cash
LC24EC030,U02525,P0090,T02512,2022-09-19,2024-03-12,1362.23,Terminated,1251.45,Yes,Cash
LE5FEB99A,U02526,P0031,T02326,2024-03-12,2025-09-03,2975.95,Expired,1339.02,Yes,Credit Card
LD553338C,U02527,P0020,T00140,2024-11-27,2025-11-22,1317.11,Terminated,2012.79,No,Bank Transfer
LA32539F5,U02528,P0059,T00144,2023-09-29,2025-03-22,3137.24,Active,1224.05,No,Cash
LB7A1BB31,U02529,P0016,T00902,2022-08-24,2023-02-20,1012.05,Expired,1569.21,Yes,Cash
L97061614,U02530,P0050,T02499,2023-04-01,2024-03-26,2818.66,Active,2152.07,No,Credit Card
L12E4BCBF,U02531,P0013,T00763,2023-09-08,2025-03-01,3005.34,Active,3378.78,No,Credit Card
L0EE06CDA,U02532,P0092,T01984,2024-02-03,2025-01-28,2940.19,Terminated,2311.41,Yes,Bank Transfer
L811D0B14,U02533,P0049,T01497,2022-07-18,2023-07-13,2132.02,Expired,620.21,No,Cash
LA7E1BB30,U02534,P0066,T00095,2022-11-10,2023-11-05,3457.67,Terminated,1650.44,Yes,Bank Transfer
LD50BE3B0,U02535,P0033,T00114,2025-04-17,2026-10-09,1211.02,Expired,2500.13,No,Credit Card
LBF072A53,U02536,P0030,T01948,2022-07-30,2023-01-26,1567.58,Terminated,2257.33,Yes,Bank Transfer
LA68E8FE1,U02537,P0069,T02689,2024-08-06,2026-01-28,2384.27,Active,1837.19,Yes,Bank Transfer
L9040AE13,U02538,P0039,T01654,2023-10-01,2025-09-20,3057.52,Active,1294.9,Yes,Cash
L538C00A6,U02539,P0082,T02231,2022-12-19,2024-06-11,2011.31,Active,2113.08,No,Credit Card
LB2AE249A,U02540,P0021,T00208,2024-01-16,2026-01-05,2591.79,Active,2851.92,No,Bank Transfer
LFBD5075B,U02541,P0056,T01116,2024-11-08,2026-10-29,1865.98,Active,2438.14,No,Credit Card
LDB98ED71,U02542,P0043,T00232,2024-11-15,2026-05-09,1206.65,Active,3297.94,Yes,Bank Transfer
L6F177136,U02543,P0020,T01016,2024-02-24,2024-08-22,1834.26,Active,2688.56,No,Credit Card
LD655BEB4,U02544,P0080,T02294,2024-05-01,2026-04-21,854.92,Active,1115.56,Yes,Credit Card
LEC8CE9A8,U02545,P0036,T02688,2023-10-05,2024-04-02,2115.12,Terminated,3134.76,No,Bank Transfer
LB298C819,U02546,P0057,T01616,2022-09-01,2024-08-21,2223.59,Expired,3289.61,Yes,Credit Card
LBF131DE0,U02547,P0086,T01694,2022-08-05,2024-07-25,2106.25,Active,1971.35,Yes,Bank Transfer
L55E4F77A,U02548,P0076,T01192,2024-05-05,2024-11-01,1123.32,Terminated,2907.97,No,Cash
LEE54362A,U02549,P0067,T00441,2023-11-09,2024-05-07,1466.81,Terminated,3198.84,No,Bank Transfer
LB2917FD6,U02550,P0005,T01515,2025-01-21,2026-01-16,3259.23,Terminated,3329.93,Yes,Bank Transfer
LADDAA90D,U02551,P0034,T02668,2024-03-24,2025-09-15,2204.62,Expired,2531.28,Yes,Credit Card
L514EB3F6,U02552,P0051,T01760,2023-08-07,2025-01-28,2901.99,Active,893.04,Yes,Credit Card
L3A9395E6,U02553,P0021,T02138,2023-03-24,2023-09-20,2422.58,Expired,602.89,No,Credit Card
LF7B3F81A,U02554,P0031,T01354,2024-10-29,2026-10-19,2143.43,Expired,964.53,No,Cash
L3212175E,U02555,P0082,T02668,2025-04-01,2026-03-27,1293.89,Active,1595.14,No,Bank Transfer
L81E0B023,U02556,P0024,T01413,2024-11-03,2025-10-29,1967.58,Terminated,2369.52,Yes,Bank Transfer
L567FFFE0,U02557,P0078,T01621,2024-05-19,2025-11-10,1000.96,Terminated,2011.08,No,Cash
LEF15B608,U02558,P0022,T01303,2023-12-11,2025-06-03,1293.09,Terminated,2221.93,Yes,Credit Card
L53CA60A5,U02559,P0039,T00223,2025-04-25,2025-10-22,2520.99,Terminated,2170.13,No,Cash
L737BFA43,U02560,P0069,T01848,2024-02-15,2025-02-09,2793.4,Expired,1506.83,No,Credit Card
LCC9B065D,U02561,P0066,T02849,2025-02-20,2026-02-15,2865.79,Expired,1798.3,Yes,Credit Card
LB46C360E,U02562,P0077,T02452,2024-09-06,2025-03-05,2107.3,Active,2444.31,Yes,Cash
LE8FCFB43,U02563,P0064,T00430,2024-09-07,2025-09-02,849.57,Active,2461.98,Yes,Credit Card
L16CC066E,U02564,P0036,T00934,2023-03-13,2024-03-07,2470.18,Terminated,1429.54,Yes,Cash
L9764D756,U02565,P0006,T02102,2025-03-12,2026-09-03,1031.64,Active,772.81,Yes,Credit Card
LBE4F634C,U02566,P0051,T00590,2022-12-21,2023-12-16,3292.7,Terminated,2567.84,Yes,Bank Transfer
LA2F039DF,U02567,P0086,T02734,2024-06-04,2026-05-25,1143.18,Terminated,1570.17,Yes,Credit Card
L2FC14F08,U02568,P0059,T01783,2024-05-25,2025-05-20,2399.7,Terminated,3006.72,Yes,Credit Card
L10D5A402,U02569,P0060,T00611,2022-06-22,2024-06-11,917.88,Expired,1209.9,Yes,Bank Transfer
L79E20382,U02570,P0034,T01807,2024-08-17,2026-08-07,3202.32,Active,527.5,Yes,Credit Card
L06F39297,U02571,P0084,T02621,2023-02-17,2024-02-12,1343.78,Expired,3377.07,No,Cash
L8291F52D,U02572,P0077,T01389,2024-02-29,2026-02-18,2456.18,Active,1285.01,Yes,Cash
L5B50E1F4,U02573,P0084,T02973,2023-01-28,2025-01-17,980.88,Expired,584.57,Yes,Bank Transfer
LE4A3DEE9,U02574,P0003,T02061,2024-10-09,2025-10-04,1460.81,Active,3144.46,No,Cash
L31CC8324,U02575,P0059,T01757,2024-06-15,2025-12-07,1922.97,Active,2661.0,Yes,Credit Card
L294F8CDE,U02576,P0002,T01599,2023-04-27,2025-04-16,3279.37,Active,1724.12,Yes,Cash
L50C7768A,U02577,P0084,T00671,2023-10-31,2024-10-25,1316.45,Expired,2051.35,No,Bank Transfer
L1EEAA86F,U02578,P0100,T01589,2023-10-09,2024-10-03,3251.83,Expired,2913.12,No,Credit Card
L39539791,U02579,P0042,T01579,2024-10-01,2026-09-21,977.74,Terminated,2577.72,No,Bank Transfer
LB64E4AF0,U02580,P0018,T01068,2025-02-17,2026-02-12,2344.12,Expired,3222.39,Yes,Credit Card
L2FB98BB0,U02581,P0014,T02776,2024-06-26,2025-12-18,1130.7,Terminated,2102.11,No,Bank Transfer
L37CEEBC4,U02582,P0098,T01664,2024-07-10,2025-01-06,3174.55,Terminated,1730.07,No,Credit Card
L6B3E80D3,U02583,P0077,T02576,2024-01-15,2024-07-13,2101.39,Expired,711.38,No,Cash
LC6DCC7A8,U02584,P0010,T02417,2023-12-11,2024-12-05,1550.99,Terminated,1473.52,No,Cash
LD8021213,U02585,P0028,T01797,2023-11-29,2025-11-18,3351.83,Active,1348.0,Yes,Cash
L47B5FE2D,U02586,P0090,T00722,2023-05-29,2024-05-23,2044.35,Terminated,2513.91,Yes,Bank Transfer
L8E904CC7,U02587,P0059,T02999,2024-12-22,2025-12-17,1237.9,Terminated,1959.33,Yes,Bank Transfer
LB54CEC6F,U02588,P0010,T02940,2023-07-16,2025-01-06,2794.06,Expired,3100.57,Yes,Credit Card
LEE6F55E1,U02589,P0050,T01961,2022-06-03,2022-11-30,2490.9,Expired,2507.16,Yes,Cash
L3028B609,U02590,P0035,T02941,2024-01-04,2024-12-29,1140.97,Terminated,3337.33,No,Cash
LA21F3F78,U02591,P0016,T00203,2022-12-17,2024-06-09,1157.95,Active,2824.02,No,Bank Transfer
L38F05BA6,U02592,P0001,T01927,2023-01-03,2023-07-02,1515.0,Expired,3300.78,Yes,Credit Card
LB70E3223,U02593,P0064,T01621,2024-04-14,2025-04-09,2743.89,Terminated,2761.44,No,Credit Card
LC6CF783F,U02594,P0068,T02492,2024-07-05,2026-06-25,1391.46,Active,1829.12,No,Credit Card
L6BA71240,U02595,P0076,T01504,2022-07-29,2023-07-24,2468.1,Terminated,2809.92,Yes,Credit Card
L6465831A,U02596,P0069,T00193,2024-11-05,2025-05-04,1080.69,Terminated,3387.1,Yes,Cash
LD6B99EB4,U02597,P0090,T02118,2023-05-05,2025-04-24,3203.6,Active,1311.05,No,Credit Card
L24294FDC,U02598,P0041,T00289,2022-10-28,2023-04-26,3021.45,Active,2054.97,No,Bank Transfer
L4B2A4808,U02599,P0056,T00461,2024-07-13,2026-07-03,2046.88,Terminated,1443.3,No,Cash
LE8BC6B64,U02600,P0074,T02696,2024-07-26,2026-01-17,2368.62,Active,2689.67,Yes,Bank Transfer
LE32CECA3,U02601,P0030,T02632,2023-10-30,2025-04-22,1909.52,Active,2387.66,Yes,Bank Transfer
L025D31B9,U02602,P0040,T01600,2025-03-18,2025-09-14,2688.14,Expired,2633.37,Yes,Cash
L31203549,U02603,P0017,T00993,2023-10-25,2024-10-19,940.31,Expired,3079.24,No,Credit Card
L46CEBC8F,U02604,P0081,T00843,2022-06-27,2022-12-24,2037.28,Active,1287.25,Yes,Credit Card
LEAD4E38F,U02605,P0058,T00556,2024-10-21,2025-10-16,1452.76,Expired,1949.04,Yes,Credit Card
L0D143B54,U02606,P0092,T00846,2023-01-01,2024-12-21,3194.45,Terminated,1635.04,Yes,Bank Transfer
LDB69611B,U02607,P0090,T00937,2023-06-27,2025-06-16,2824.26,Active,790.46,No,Credit Card
LF71A4681,U02608,P0039,T02826,2024-01-03,2024-07-01,2085.35,Terminated,3475.06,No,Bank Transfer
L369B6D6B,U02609,P0039,T02821,2024-06-30,2025-12-22,2880.18,Terminated,1131.59,No,Bank Transfer
L4CA19F3C,U02610,P0078,T01419,2022-11-22,2023-05-21,2153.89,Active,1200.87,Yes,Bank Transfer
LF87638BF,U02611,P0011,T00075,2023-01-18,2023-07-17,1905.81,Expired,2840.25,No,Credit Card
L58F00E79,U02612,P0081,T00199,2024-06-24,2025-12-16,2882.31,Expired,1184.3,Yes,Bank Transfer
L99B6809E,U02613,P0029,T02203,2022-10-04,2024-03-27,3290.0,Expired,2277.7,Yes,Credit Card
L451BBC63,U02614,P0028,T01129,2024-01-12,2025-01-06,1825.8,Expired,2005.81,No,Bank Transfer
LE44D29CC,U02615,P0074,T02809,2024-04-10,2024-10-07,2433.69,Expired,2179.67,No,Credit Card
LB7E697F5,U02616,P0092,T02451,2022-11-05,2024-04-28,2113.29,Terminated,2014.8,Yes,Bank Transfer
LA754021F,U02617,P0094,T02847,2023-03-28,2024-03-22,1276.31,Terminated,2938.2,Yes,Bank Transfer
L99DAC574,U02618,P0092,T02841,2023-03-28,2025-03-17,2262.75,Expired,893.24,Yes,Credit Card
L2A8ECB20,U02619,P0039,T02200,2022-06-19,2024-06-08,2868.62,Terminated,3297.33,Yes,Cash
L493D0297,U02620,P0070,T02916,2025-02-18,2025-08-17,3357.73,Active,1607.05,No,Cash
L2F564CA0,U02621,P0050,T01753,2023-09-09,2024-03-07,1165.9,Expired,2055.2,Yes,Cash
L467115AD,U02622,P0076,T01180,2022-09-05,2024-08-25,1104.04,Terminated,3301.96,No,Bank Transfer
LFD67FFE0,U02623,P0063,T02187,2023-01-31,2024-07-24,1295.66,Expired,1258.3,Yes,Cash
LA9CCA857,U02624,P0022,T02022,2024-02-13,2024-08-11,1897.92,Terminated,1649.49,No,Cash
L5951AB89,U02625,P0099,T01906,2022-05-11,2023-05-06,2945.59,Terminated,1868.95,Yes,Cash
L63B77EFD,U02626,P0072,T02918,2024-02-05,2024-08-03,1261.07,Expired,1301.63,Yes,Bank Transfer
LD5CC8834,U02627,P0022,T01752,2024-09-04,2026-08-25,2174.61,Active,942.36,No,Credit Card
L6B1DB29C,U02628,P0082,T02506,2025-04-18,2027-04-08,2451.47,Expired,2197.24,Yes,Cash
L60416D80,U02629,P0041,T00509,2022-12-06,2024-05-29,2729.7,Active,3313.11,No,Credit Card
LF12124BF,U02630,P0021,T00158,2024-04-05,2024-10-02,3263.09,Expired,3338.23,Yes,Cash
L6790EB78,U02631,P0022,T02662,2024-07-01,2025-06-26,1460.73,Active,894.7,Yes,Bank Transfer
L210234C4,U02632,P0065,T01673,2025-01-21,2025-07-20,1616.15,Active,3185.26,Yes,Cash
L594740D9,U02633,P0050,T01157,2024-08-10,2026-02-01,3424.54,Expired,3077.97,No,Credit Card
L28BBF9EB,U02634,P0098,T02084,2022-06-14,2023-06-09,1097.05,Active,3342.28,No,Bank Transfer
L3ACC4268,U02635,P0035,T01293,2022-07-27,2024-01-18,1943.07,Terminated,527.93,Yes,Bank Transfer
LBB48BC5A,U02636,P0058,T01049,2023-10-28,2025-04-20,1994.46,Terminated,638.21,No,Credit Card
L38D131DC,U02637,P0053,T00506,2023-08-28,2025-02-18,2268.47,Terminated,1515.66,No,Bank Transfer
LE948B565,U02638,P0011,T00472,2024-12-06,2025-06-04,2078.27,Expired,2339.51,No,Cash
L42B11942,U02639,P0045,T01283,2023-03-29,2024-09-19,3145.76,Active,2485.7,No,Cash
L33A7908C,U02640,P0018,T00474,2025-02-11,2025-08-10,1971.93,Expired,2958.28,Yes,Credit Card
L72985A93,U02641,P0021,T02503,2023-04-29,2025-04-18,3245.07,Expired,859.28,Yes,Cash
L06A09EAC,U02642,P0083,T02103,2023-01-02,2024-06-25,2236.22,Active,1353.54,Yes,Cash
L3F6979AC,U02643,P0080,T00385,2024-06-22,2024-12-19,927.07,Active,2505.64,No,Credit Card
L2AE0E24E,U02644,P0076,T00454,2024-03-24,2026-03-14,3129.48,Terminated,988.71,Yes,Credit Card
L2CB8B018,U02645,P0039,T02794,2022-12-22,2024-06-14,2993.52,Active,3060.19,Yes,Bank Transfer
LC7CBB98C,U02646,P0070,T01690,2025-02-05,2026-01-31,3268.72,Terminated,1295.86,Yes,Cash
L0ADF8554,U02647,P0059,T00173,2025-05-04,2026-10-26,3240.67,Active,1461.99,No,Bank Transfer
L50AAB847,U02648,P0054,T02175,2024-07-13,2026-07-03,2291.31,Expired,651.52,Yes,Bank Transfer
LBA4A60A4,U02649,P0022,T00646,2022-07-01,2022-12-28,918.48,Expired,2661.12,Yes,Cash
LC826F8F4,U02650,P0003,T01974,2024-12-10,2025-12-05,2000.1,Terminated,1268.88,No,Bank Transfer
L5003127B,U02651,P0048,T02198,2023-02-22,2025-02-11,1314.12,Expired,2509.86,Yes,Credit Card
LC952B1D5,U02652,P0003,T01207,2023-12-14,2025-12-03,801.08,Expired,2917.67,No,Credit Card
L3963E3CE,U02653,P0061,T01008,2024-02-17,2025-02-11,1013.97,Expired,1074.47,Yes,Cash
LC2281E43,U02654,P0065,T01551,2023-04-03,2024-03-28,1842.84,Expired,1954.58,Yes,Bank Transfer
L071B8A2C,U02655,P0018,T02096,2024-09-26,2025-03-25,1758.49,Terminated,1462.14,No,Cash
LEA71F111,U02656,P0069,T01253,2022-09-27,2023-03-26,3402.57,Active,2424.74,Yes,Credit Card
LED9FBD15,U02657,P0076,T01470,2024-08-13,2026-08-03,863.27,Active,1790.53,Yes,Credit Card
L916335B9,U02658,P0067,T02695,2024-07-16,2025-07-11,3162.52,Expired,1404.37,No,Cash
L35170685,U02659,P0051,T00020,2025-01-24,2026-01-19,1055.3,Expired,2775.15,No,Bank Transfer
LFA2D2E81,U02660,P0051,T01523,2023-01-29,2024-01-24,2436.24,Expired,2210.94,Yes,Credit Card
LED377D81,U02661,P0039,T02425,2022-06-25,2023-12-17,944.66,Active,921.5,No,Credit Card
LC15BADB4,U02662,P0040,T01560,2023-11-14,2025-11-03,2480.88,Active,1123.47,Yes,Cash
LB41EBCDC,U02663,P0074,T01048,2023-09-05,2024-08-30,2160.99,Active,2134.65,Yes,Bank Transfer
L2B02042E,U02664,P0080,T01559,2024-10-04,2026-09-24,1565.47,Active,3345.28,Yes,Cash
LFC1E1D1C,U02665,P0079,T02202,2024-11-12,2026-11-02,3074.65,Expired,2667.12,Yes,Credit Card
L35499018,U02666,P0095,T02582,2024-03-13,2025-03-08,1010.58,Expired,818.39,No,Credit Card
L98CD0AEB,U02667,P0072,T02046,2022-10-16,2024-10-05,2130.51,Terminated,982.14,No,Cash
L06DE5ECF,U02668,P0088,T00591,2023-10-10,2024-04-07,3441.32,Terminated,975.56,Yes,Bank Transfer
L5ECF0A7D,U02669,P0089,T01370,2023-04-12,2024-04-06,2116.16,Active,1592.36,No,Cash
LB5869493,U02670,P0083,T00179,2024-11-13,2025-11-08,2526.34,Expired,887.11,Yes,Cash
L95312622,U02671,P0062,T00840,2025-02-05,2026-01-31,1961.85,Terminated,1324.12,No,Bank Transfer
L0F39C570,U02672,P0009,T02752,2024-02-24,2025-02-18,3196.93,Terminated,621.76,Yes,Cash
L5693F554,U02673,P0076,T00581,2024-01-13,2024-07-11,3267.06,Terminated,2998.98,Yes,Bank Transfer
L7B46E16B,U02674,P0016,T02953,2022-11-12,2024-05-05,1603.44,Active,2867.87,No,Credit Card
L35345510,U02675,P0053,T01949,2024-07-29,2026-01-20,884.28,Expired,3400.6,Yes,Credit Card
L0A0CD11E,U02676,P0036,T01816,2025-03-22,2027-03-12,2221.81,Expired,1409.84,No,Credit Card
LD6EF1906,U02677,P0081,T01363,2024-04-05,2026-03-26,1778.97,Expired,699.22,No,Cash
L0A0C3437,U02678,P0042,T02030,2023-02-23,2024-02-18,3471.24,Expired,617.88,Yes,Credit Card
LA5682F69,U02679,P0091,T01851,2022-09-20,2024-09-09,2568.25,Terminated,1828.21,No,Credit Card
L526ABD4E,U02680,P0072,T00436,2022-06-09,2023-06-04,3362.07,Terminated,1238.0,No,Credit Card
LBA514EBF,U02681,P0016,T01507,2022-08-26,2024-02-17,2236.63,Active,1947.07,Yes,Bank Transfer
L2848011F,U02682,P0036,T01779,2024-01-16,2026-01-05,2697.74,Expired,704.03,No,Bank Transfer
LDB739B1E,U02683,P0099,T02061,2023-05-23,2024-05-17,1323.23,Active,1143.69,No,Credit Card
LB3F14283,U02684,P0051,T01724,2022-07-27,2023-01-23,2793.01,Terminated,1067.42,Yes,Cash
LEB90C514,U02685,P0095,T01834,2023-03-05,2023-09-01,2348.43,Terminated,1145.73,Yes,Cash
L70B90889,U02686,P0023,T00832,2024-12-23,2025-06-21,3126.39,Active,3326.56,Yes,Credit Card
L8EF8776B,U02687,P0089,T01267,2024-03-11,2024-09-07,2199.93,Active,1556.93,No,Cash
LD875BC86,U02688,P0018,T01167,2024-11-28,2025-11-23,1431.96,Terminated,649.34,Yes,Cash
LDC4317B6,U02689,P0051,T00557,2023-07-25,2024-01-21,1524.95,Active,2462.71,Yes,Bank Transfer
L97B6C6FD,U02690,P0020,T02856,2022-11-02,2023-10-28,2240.77,Terminated,3332.12,Yes,Credit Card
L8FC5DC39,U02691,P0074,T01975,2023-12-13,2024-12-07,1869.95,Terminated,2581.59,No,Bank Transfer
LA00270E7,U02692,P0006,T00107,2022-12-14,2024-06-06,2121.17,Active,2037.73,No,Bank Transfer
L118EDC68,U02693,P0042,T01208,2025-03-15,2026-09-06,1522.99,Expired,1864.85,Yes,Bank Transfer
LBA3E2780,U02694,P0069,T02750,2025-02-18,2027-02-08,2071.12,Active,2619.93,No,Bank Transfer
L26FA1DE0,U02695,P0034,T01677,2023-01-04,2023-12-30,3339.73,Terminated,1487.96,Yes,Credit Card
LAF728152,U02696,P0003,T02001,2024-04-30,2025-04-25,913.94,Terminated,1988.89,No,Cash
L815643CB,U02697,P0085,T00409,2022-06-05,2023-11-27,2270.05,Active,1005.32,Yes,Bank Transfer
L813DC633,U02698,P0037,T02849,2023-01-31,2025-01-20,2853.25,Expired,3454.79,Yes,Bank Transfer
