usage_id,building_id,timestamp,kwh_consumed,meter_id,reading_type,is_peak,power_factor,voltage,current
dfc77269-3100-46f9-9d99-9a160135f431,B0047,2028-10-27 04:33:00,133.74,M052,Manual,No,0.74,233.56,32.91
91e6c84c-9c6d-4fd8-9a2c-a99b03b71f60,B0024,2028-03-18 02:46:00,186.03,M048,Manual,Yes,0.77,236.08,35.03
9e10f678-dd90-4af7-af9b-f2934a85f45c,B0044,2039-03-08 17:17:00,195.89,M099,Auto,No,0.76,221.51,15.07
42f01d75-eb22-41d3-a2d2-ce58226ffaef,B0031,2031-08-10 05:27:00,306.71,M065,Manual,No,0.72,227.7,45.44
d8c043ed-7878-4167-9b16-0723bc341cc6,B0036,2025-05-17 12:14:00,184.8,M067,Manual,Yes,0.86,214.95,20.0
a57ad743-eb85-442b-b37c-784be47faf95,B0030,2037-01-19 18:34:00,271.42,M069,Manual,No,0.94,226.29,42.52
4a246b9a-ad55-473e-922e-7d2a269da2ec,B0026,2032-01-03 19:39:00,393.08,M044,Manual,Yes,0.86,224.3,17.21
fb9cc887-f799-47dd-b2b2-cbc733dda8ef,B0006,2028-03-23 16:32:00,355.64,M019,Manual,Yes,0.76,231.07,45.75
c004fb7a-fb9c-4a43-83a3-6aac31f1b4a4,B0032,2026-01-18 03:28:00,228.72,M002,Auto,No,0.86,233.6,23.05
13ee8525-348b-45f9-9e41-902482b2cac8,B0007,2032-04-02 19:14:00,433.47,M017,Manual,No,0.86,227.07,15.82
dcf0a64a-9227-402b-83b5-3b955040abab,B0043,2031-01-31 12:46:00,283.49,M096,Manual,Yes,0.78,235.14,46.5
b095c3cf-2da9-4a44-92fe-314cd6c0d0ba,B0040,2025-06-09 03:39:00,274.55,M072,Auto,Yes,0.89,223.85,16.71
4adcddcd-8802-4f93-aeea-4209a4227fd4,B0014,2026-05-08 11:16:00,26.75,M025,Auto,Yes,0.91,213.28,15.09
6d94493e-4aaa-4ced-abd4-4ab23f1dc618,B0012,2039-07-04 20:55:00,493.48,M038,Manual,No,0.75,222.3,38.93
40821495-a79a-4fc3-81c9-1969de91b2c7,B0021,2029-02-06 15:19:00,70.26,M097,Auto,Yes,0.97,235.23,40.0
a48ee972-b274-4c6e-b1dd-268d0659622f,B0027,2028-01-29 18:42:00,123.25,M098,Manual,Yes,0.86,212.1,19.85
d18c478e-4f86-43c6-a6cc-766379416d68,B0042,2036-02-17 00:32:00,35.33,M054,Manual,No,0.96,229.0,38.59
3671bf57-c984-4b52-a8b2-f8f6f9c51761,B0025,2026-04-15 16:38:00,323.6,M051,Manual,No,0.85,237.62,37.52
ac90e4a0-f0a0-414f-9cb0-84239c4dc00d,B0001,2025-05-18 07:44:00,120.1,M023,Manual,Yes,0.7,238.27,47.21
454f3f38-44f4-4616-84ab-fa68f3cab1df,B0041,2033-03-15 22:06:00,98.21,M049,Auto,Yes,0.89,220.89,26.03
ad556736-f75d-4bea-97dd-9f81ff973d23,B0023,2037-09-18 22:47:00,53.39,M045,Auto,Yes,0.81,224.66,46.46
a9063240-cf8f-49e8-89fb-1b35e89713ce,B0041,2029-06-21 22:09:00,60.62,M042,Manual,No,0.73,233.7,33.09
8f23323f-a3a4-4857-aa6a-eb8669007eb8,B0039,2037-02-24 11:43:00,296.49,M049,Auto,No,0.93,227.12,20.35
e36376cc-056e-4511-800a-f0abd994975c,B0041,2031-01-30 07:26:00,347.22,M063,Auto,No,0.99,226.98,37.61
65a96770-d44a-4ba5-8d51-b43a264d8005,B0019,2027-12-06 08:58:00,204.72,M071,Manual,Yes,0.93,235.3,41.92
f975e6a0-de8e-4c5d-8e14-f5d2178d621b,B0025,2029-09-11 19:49:00,245.15,M096,Auto,No,0.79,223.06,31.63
4f980578-f803-46f0-bb8f-0e19f8811179,B0035,2026-09-13 00:55:00,346.12,M011,Manual,Yes,0.73,219.75,6.53
30a5a822-f16a-45dd-8844-c4ba8741c0ed,B0013,2032-06-10 12:37:00,18.52,M015,Auto,Yes,0.8,230.71,6.51
200490d1-e066-4446-8afa-027210f33aa2,B0048,2035-07-01 21:40:00,168.33,M066,Manual,No,0.97,227.98,33.12
13c2b9a8-3222-40fb-8fc9-16a69c0be79a,B0048,2025-02-11 17:49:00,486.82,M074,Auto,No,0.95,235.99,35.75
78d85ae8-885e-4449-86cc-4c29f0ea5cdc,B0040,2026-05-22 18:37:00,294.25,M086,Manual,Yes,0.82,221.3,21.6
36856b37-473d-4c1c-a827-02de5a56d732,B0020,2033-03-18 16:36:00,134.57,M010,Manual,Yes,0.83,217.99,36.03
2572b443-2a30-4a96-9175-8f979c52da33,B0019,2025-10-24 03:08:00,265.65,M092,Auto,No,0.85,217.81,34.74
16a3caf8-9f09-44f0-91a8-b1cbef373fce,B0007,2028-09-13 07:42:00,177.9,M004,Auto,No,0.87,237.32,10.41
7a66f385-b1f6-4a01-919a-673221b6476d,B0010,2038-07-03 10:54:00,270.8,M081,Manual,No,0.95,234.13,49.73
3b09a7e5-fdbf-49ee-87b7-f30e29b9eef8,B0013,2033-01-01 20:16:00,71.61,M028,Manual,Yes,0.98,210.47,15.97
28334b95-0719-4756-9446-dd3972649530,B0013,2028-10-19 13:41:00,75.03,M026,Manual,No,0.75,224.85,31.68
9a848e0e-6603-4a56-a0b6-213198032fb2,B0030,2030-01-17 01:41:00,80.34,M067,Auto,Yes,0.98,224.47,33.31
94405682-c53d-434a-835a-553bacf38a26,B0036,2030-05-26 04:52:00,470.51,M037,Auto,No,0.99,219.39,5.36
259e0132-0fc3-44c5-a949-b1d40d824b21,B0020,2029-11-09 10:07:00,369.12,M093,Manual,No,0.72,239.45,21.97
293e9cb6-1f3b-457a-84f7-7a59dc570fbb,B0029,2030-10-22 08:26:00,89.57,M033,Auto,Yes,0.97,212.7,15.05
ac3e3fe7-fd9d-440c-89a4-9126ce8c0e90,B0048,2035-12-30 11:21:00,102.29,M069,Manual,Yes,0.8,217.43,36.19
5184d473-c2d0-45e2-af56-cc91db7653e6,B0043,2028-03-12 17:58:00,368.11,M090,Manual,No,0.76,239.69,37.78
0db2d3b3-ec52-4f3e-90f8-5fbc6b4ca204,B0015,2026-04-19 00:22:00,86.52,M079,Manual,No,0.77,227.61,21.85
235440cc-94da-485b-bf81-d7eecf340dfb,B0033,2033-09-04 18:46:00,124.94,M006,Auto,No,0.99,229.31,14.12
90ff0910-2ca4-4a3c-a075-a098f3f02749,B0028,2036-08-08 01:26:00,482.04,M045,Manual,No,0.7,221.62,19.35
2af66318-ed6b-4e59-9098-eec89798c41c,B0034,2028-12-02 13:54:00,135.1,M067,Auto,Yes,0.82,210.35,22.04
e89073c5-c4c6-4eca-8981-c9099be05431,B0009,2032-12-02 03:10:00,334.2,M050,Auto,No,0.75,221.17,43.83
f8adc37f-af0d-4369-9d39-71f3137b9377,B0004,2031-08-10 04:32:00,489.53,M052,Auto,No,0.96,228.09,32.34
f2ba5e5f-b7bb-4ab3-8a56-0af7e240507d,B0032,2025-08-31 16:35:00,193.41,M060,Auto,Yes,0.75,234.87,24.18
0f506298-bfaa-4761-b06f-4f75f1030f6f,B0014,2030-11-30 05:00:00,18.58,M060,Manual,No,0.84,235.59,48.85
1634e688-4a67-46f8-8b56-00d13ea2e51a,B0043,2031-04-22 01:31:00,129.63,M086,Auto,Yes,0.96,222.7,37.59
fb253654-3d77-41ed-b0fa-137d443784b0,B0039,2035-04-28 00:27:00,417.13,M043,Auto,No,0.83,215.22,46.76
ea38a78a-f0c2-4b46-8bc2-166a7629a350,B0018,2033-11-04 18:58:00,433.66,M097,Manual,Yes,0.76,233.74,40.34
c296f0e9-7feb-4b6e-bfc0-b5df5b517b55,B0029,2031-10-08 01:38:00,386.57,M022,Auto,No,0.82,239.19,25.6
f07df817-f37b-4f58-b54e-8be373005550,B0046,2031-02-25 23:22:00,65.42,M045,Manual,Yes,0.91,213.79,37.6
837bc2b3-ad34-4c64-850c-8dd4699d1a31,B0045,2028-02-03 21:55:00,399.8,M079,Manual,No,0.7,232.54,46.23
999f81d8-c3cf-406c-95e3-31b4769151bd,B0042,2030-10-11 19:06:00,460.15,M046,Auto,Yes,1.0,238.71,43.89
4d83321f-4b6b-43bb-b0f4-914961a35b5c,B0002,2026-07-18 04:17:00,304.3,M068,Manual,Yes,0.98,234.02,6.29
a7cf7d8b-44b9-4456-b84d-89f432f21f06,B0015,2031-11-21 07:05:00,471.03,M093,Manual,Yes,0.82,217.31,10.53
9a8e3f5d-0f3b-4650-aa85-e2ae2e173bb0,B0036,2036-12-10 20:00:00,415.15,M041,Manual,Yes,0.78,229.77,9.66
be7eba54-b8c5-4c0e-a1ea-90f2ee66d4c6,B0002,2037-12-24 15:01:00,336.82,M056,Auto,No,0.8,233.85,46.69
c4a6bed4-39e6-428d-833f-58986555e5b0,B0047,2031-11-10 00:03:00,292.82,M080,Auto,No,0.76,220.21,49.48
2e3a499a-03b2-4fd4-8008-b017b2f2ace3,B0022,2025-10-04 23:58:00,180.8,M066,Manual,Yes,0.88,216.32,48.26
d221027e-f208-435a-8ba3-5ba32850c226,B0048,2037-11-09 02:26:00,88.05,M063,Auto,Yes,0.72,226.94,45.71
f5c0e376-6552-475d-bdf9-cc2fb5564c7d,B0023,2030-01-07 07:12:00,306.43,M099,Auto,No,0.91,218.25,27.0
7500ee6b-f654-4cb7-be26-c812fbf1c093,B0009,2037-12-13 21:34:00,165.87,M024,Manual,Yes,0.88,213.07,43.88
712157d6-472b-453d-b516-9d83d9ffc3d3,B0031,2038-01-28 22:09:00,434.55,M078,Auto,Yes,0.81,219.46,22.99
35ce5410-8f31-48e9-9835-985b20c84ada,B0023,2037-10-08 22:24:00,496.74,M012,Auto,Yes,0.72,238.85,43.45
73c6af8b-1bb2-40da-ad32-4270e18ca730,B0037,2028-07-18 22:36:00,378.69,M006,Auto,No,0.73,216.28,20.02
ebf64ed8-1c3a-4740-a657-fca5339288fa,B0003,2036-04-19 02:43:00,54.34,M058,Manual,No,0.91,214.15,38.79
e6aed977-5550-49b1-a780-15ab53fd1570,B0038,2033-07-24 23:48:00,151.46,M012,Auto,Yes,0.91,221.63,37.15
4b18de16-edff-4bb0-8861-b20be573f0ac,B0044,2037-08-02 11:41:00,63.46,M006,Manual,Yes,0.9,239.77,19.2
97095c17-f559-4504-b5fb-d2aeff1c7894,B0013,2033-05-09 02:12:00,328.75,M090,Auto,No,0.71,213.0,37.02
814fa6b2-c496-4968-ba63-5d09f152dff6,B0049,2026-06-20 17:32:00,384.94,M060,Manual,No,0.75,232.94,42.36
c2ff7f25-e841-4aaf-aecb-d8cc03a8c66a,B0039,2035-06-08 09:49:00,463.58,M047,Manual,No,0.78,222.76,31.57
b08293ed-f5da-488c-b47e-a8a44c2e6fab,B0045,2038-08-16 16:37:00,224.7,M071,Auto,No,0.92,221.03,13.86
7516e8f1-35e2-47e2-833a-ec9075ec3fac,B0011,2030-08-17 11:41:00,451.67,M083,Auto,No,0.73,226.45,47.5
c8b4893b-79ba-4c8f-852f-9af0f5a93ca0,B0006,2029-12-03 04:54:00,440.17,M064,Manual,Yes,0.83,221.96,16.01
e95e3d6f-1299-4cae-803a-05135f6d6517,B0041,2031-06-19 05:40:00,165.43,M028,Manual,No,0.92,231.73,25.78
db9eedcd-2ef5-40fc-a9df-231e0ab45bf4,B0026,2039-05-29 16:59:00,435.76,M036,Manual,No,0.84,232.19,45.27
d72d609b-37c6-41b2-8d76-010976458385,B0046,2038-02-28 11:41:00,194.08,M030,Manual,Yes,0.81,231.15,5.42
624bd21f-4ff7-401f-9fd2-ad26ae1c873a,B0047,2031-02-14 21:05:00,155.47,M012,Manual,Yes,0.73,238.77,34.42
c806bc5c-b46b-4ac2-b13b-2030e35eee74,B0004,2038-03-11 14:18:00,328.05,M048,Manual,No,0.88,213.96,18.61
0a3050f9-9152-4240-934d-eef5939fb4f5,B0013,2027-07-21 13:33:00,170.91,M054,Auto,No,0.71,214.99,35.67
debbb542-153e-4334-8329-c2deddf05b22,B0004,2038-06-04 23:23:00,318.8,M045,Auto,No,0.86,227.97,44.84
fba77de5-bf2d-43cf-a1a9-9afa8155b206,B0044,2036-01-23 09:14:00,308.82,M057,Manual,No,0.77,222.28,40.82
66aedaa0-657f-4e05-b21d-e5c6c9a0bf9f,B0032,2032-04-09 05:35:00,286.09,M060,Auto,No,0.8,235.47,33.5
574f0d9a-daf4-4b68-b09e-984f4ef0751d,B0016,2039-08-27 13:23:00,196.41,M012,Auto,No,0.74,225.13,37.4
761ca585-0f45-46c1-a017-cbac0f80cdcf,B0028,2036-06-04 14:19:00,278.76,M073,Auto,No,0.9,220.66,45.71
588fe0dd-40d4-48c8-aa30-eb08615af619,B0043,2029-05-21 21:49:00,302.28,M097,Auto,Yes,0.87,230.63,47.05
be6d01da-ea1a-4070-bc10-6eb67c8ebbcf,B0036,2028-07-29 20:20:00,277.39,M085,Manual,No,0.96,228.84,37.38
3c8520b7-6d5d-4fc6-baeb-fd17e552cc09,B0043,2025-12-15 03:40:00,227.77,M065,Auto,Yes,0.75,210.39,38.99
74226ffc-8257-4b72-bbc1-726d873b06d7,B0048,2038-03-08 23:41:00,17.19,M011,Manual,No,0.71,219.3,18.67
e53dff88-3b9e-4aa6-a6fc-1e16d36ff6bc,B0003,2033-11-05 22:02:00,297.66,M052,Auto,Yes,0.86,226.27,49.48
92f64c09-35e6-4634-8f3c-47e645abdb66,B0035,2034-05-11 10:31:00,92.54,M053,Manual,No,0.7,210.41,42.24
b9864bd2-17de-4de8-b43c-8afb4a581fb2,B0041,2027-04-25 22:51:00,324.86,M086,Auto,Yes,0.7,223.84,18.82
0cb5683b-f78b-4070-81a9-7d11cb313f6c,B0021,2032-06-05 15:39:00,382.08,M017,Auto,Yes,0.72,226.68,38.67
4ee19abf-ba17-44e7-8907-225a629188f0,B0038,2032-03-23 18:54:00,255.22,M098,Manual,Yes,0.74,225.32,48.89
6a7d71dd-0c89-44be-8621-7ee36fc1c734,B0004,2027-06-19 16:19:00,275.76,M003,Manual,No,0.74,224.7,34.62
36251d85-f3dc-4892-b5d0-0b73d06c05c0,B0001,2037-10-28 12:04:00,476.22,M009,Manual,Yes,0.9,218.51,37.47
4e17668e-bb32-44c5-98e1-131ea686555a,B0031,2025-10-07 16:40:00,425.11,M095,Manual,Yes,0.89,218.67,12.2
52f30d0c-5f06-47a5-af1f-f97bfc7868a8,B0005,2036-04-28 17:06:00,457.98,M010,Auto,No,0.81,232.26,45.6
035e7d0e-ccf0-46d2-b41e-acf9f7ae13bd,B0043,2030-09-25 18:26:00,408.75,M095,Manual,No,0.73,217.78,45.14
f8ed6c77-3eb1-4fd2-bad6-a663c4919b3b,B0010,2025-02-18 21:13:00,63.37,M029,Manual,Yes,0.98,239.38,12.73
6bb825dc-15af-4b24-8375-b2f1d62c5c56,B0004,2026-08-11 06:14:00,83.01,M025,Manual,No,0.99,216.07,21.04
e31bcdce-2d4c-4834-aa9c-a3e9b28f90ce,B0050,2028-06-15 06:09:00,268.05,M039,Manual,Yes,0.85,229.74,26.07
8289e80b-32b0-4234-8605-a3de42ce6f87,B0002,2034-04-14 06:48:00,130.57,M005,Auto,Yes,0.72,216.78,20.44
63c4ac25-88ac-4079-aabd-6926f29b1f2c,B0032,2030-06-17 07:04:00,243.58,M075,Manual,Yes,0.96,228.95,21.63
20279661-67b4-41fd-9fd6-9dc6f67bc88a,B0009,2025-01-22 06:37:00,203.24,M011,Manual,No,0.91,238.93,18.04
e221a0ec-0323-47aa-8018-ce9165f0014d,B0006,2026-02-03 05:27:00,279.21,M038,Auto,Yes,0.97,231.48,45.63
d175487e-95cb-466d-98dc-40566af27292,B0037,2036-01-02 20:58:00,375.97,M074,Auto,No,0.87,225.22,23.17
545e2366-a047-4ac4-b5f4-7537278e6b1e,B0050,2034-01-14 08:01:00,360.59,M061,Auto,No,0.74,237.38,15.55
e70e91f2-912c-4ad5-9148-d33cf9c93f85,B0050,2033-09-28 04:05:00,265.4,M023,Auto,No,0.82,221.93,21.8
de086fe3-9dae-4a8b-9e36-bc40bfc2cb5d,B0039,2033-03-09 04:29:00,412.97,M009,Manual,No,0.98,225.56,10.23
456a2efc-4930-4201-b94c-9405756e4d3d,B0042,2025-09-17 00:11:00,221.12,M067,Manual,Yes,0.71,226.49,32.98
30306f75-5414-446b-9368-1ad706da02f7,B0047,2029-09-30 10:00:00,449.39,M045,Auto,Yes,0.81,215.88,6.22
8bd1fa81-7ec1-4a2c-bca3-d8457942d78a,B0014,2036-03-04 16:47:00,44.93,M042,Manual,No,0.85,222.04,36.75
79f2016b-8b04-4a11-a15a-67efa5f844f9,B0029,2030-10-18 04:08:00,477.78,M030,Auto,No,0.74,221.61,30.35
a16b5177-fe47-4b2c-b382-fc144fcdf25d,B0020,2029-09-15 19:11:00,330.8,M040,Auto,No,0.7,214.93,48.62
0a3decb9-7ef0-42aa-8d18-155b21a1bf18,B0001,2030-12-18 06:38:00,196.24,M043,Manual,No,0.85,217.57,37.47
22725de4-d837-47c8-9009-92c842830f1a,B0022,2025-01-09 15:25:00,106.61,M012,Manual,No,0.76,235.63,41.83
dee63854-cfb2-463d-98f6-1e4695c4b7af,B0048,2026-06-16 18:37:00,244.8,M047,Auto,Yes,0.86,218.78,5.87
de67888a-016b-402a-9dbc-e7d6f0fa9ac2,B0016,2027-01-24 19:08:00,105.33,M069,Manual,Yes,0.73,227.83,44.19
a8deca5f-1723-43ad-aa31-f0a46f26a061,B0047,2032-06-28 00:35:00,91.5,M013,Manual,Yes,0.97,226.42,24.37
908dde1e-3bee-47c3-a3a5-c506f4d2766c,B0017,2031-04-25 01:10:00,312.5,M032,Manual,Yes,0.89,215.29,28.69
8e7ff8c1-5190-418c-a32d-21359108bb4b,B0020,2033-04-13 21:45:00,266.31,M100,Manual,Yes,0.96,212.3,41.78
91bbf485-82a8-4652-9fb7-a5617baa2bb4,B0035,2037-05-03 05:54:00,338.35,M011,Manual,Yes,0.81,227.73,19.7
bf361e83-9b6d-419d-abb1-08d8ab4e3d31,B0025,2032-09-29 10:33:00,465.51,M026,Auto,No,0.9,212.37,38.08
cb4700b4-379c-4fc0-b1be-3f7acb2afb65,B0043,2028-05-29 17:12:00,270.81,M010,Manual,Yes,0.71,213.07,9.35
fc66bf12-9dcc-4ed3-a86b-9ed03b64f6d9,B0019,2028-07-30 20:21:00,294.66,M016,Auto,No,0.78,228.62,41.48
a1f82f6f-5863-4dd3-883d-363db40a69df,B0018,2031-03-25 16:17:00,53.92,M088,Manual,No,0.78,215.67,16.94
c400a25f-3c03-4cdb-b37f-ee10f9570c70,B0006,2033-05-26 06:10:00,361.64,M028,Auto,No,0.7,215.49,40.07
194be6ab-fce7-4086-b240-ff5d09466c11,B0014,2038-12-12 22:17:00,205.95,M063,Manual,No,0.74,210.56,25.06
1b2e247e-9005-4a60-a59d-1c55bfb5dd3c,B0007,2037-04-23 09:14:00,488.6,M037,Manual,Yes,0.89,211.26,43.53
38741ebf-69b1-4547-bac8-b223e6a43cd5,B0023,2036-07-03 01:26:00,413.36,M054,Manual,No,0.76,230.85,32.72
5e07174e-8e1f-4ac2-8ec8-95af8d442fc6,B0020,2035-01-28 19:53:00,266.02,M032,Manual,Yes,0.86,233.14,12.32
89a18348-bb98-4e6f-8676-c9149a20fb25,B0018,2033-10-01 14:22:00,70.38,M008,Manual,Yes,0.97,220.35,14.3
03402d3d-6740-4e12-9101-49bc9d9581bb,B0009,2039-06-08 04:10:00,431.11,M006,Auto,Yes,0.95,211.04,43.71
debe00a6-72a5-4830-ac71-300d8becf0f3,B0008,2034-05-18 11:04:00,401.89,M036,Auto,No,0.8,226.65,25.61
23bfb6af-0442-4823-bc12-ddc32866f173,B0023,2038-08-26 10:23:00,100.45,M027,Auto,No,0.77,236.78,39.73
acfbd761-42b4-46af-8301-af9041f39e5f,B0050,2034-05-24 05:04:00,154.69,M100,Manual,No,0.7,213.42,17.46
2ecd40b1-512d-4b85-b4ae-7a730ed893f0,B0046,2033-07-17 21:20:00,398.77,M068,Manual,Yes,0.88,225.21,20.38
a1a0b66f-bfd7-4d6e-b931-960dc1e25c12,B0039,2036-11-06 23:00:00,100.76,M001,Auto,Yes,0.98,229.39,13.26
f6483194-88f5-4036-8b4d-67dd50b03422,B0015,2029-02-07 04:49:00,459.7,M032,Manual,Yes,0.74,217.38,43.09
02c8e67e-77c0-4e49-8024-3bdb56a47932,B0046,2035-08-10 14:30:00,218.02,M065,Auto,No,0.79,214.85,28.0
173c3ebf-5a51-4b78-90b0-42cfc3f3eb72,B0038,2035-04-24 00:45:00,52.65,M074,Manual,No,0.96,229.46,43.43
06fe4110-61db-491f-9f8c-ad9f17e0e826,B0011,2027-09-29 15:06:00,409.72,M059,Auto,No,0.84,212.53,14.11
2891ce84-9805-4bba-8e27-61bac750f8be,B0030,2034-07-14 12:59:00,193.02,M017,Manual,Yes,0.73,231.43,25.91
a324a118-16a7-47fa-bb7c-7e1baf1bdbb7,B0009,2036-09-27 01:20:00,267.98,M029,Manual,Yes,0.96,220.39,47.82
36c4d1f5-f63d-48eb-a01f-03f907bd4f4f,B0016,2034-03-16 12:00:00,65.03,M055,Manual,No,0.81,222.46,10.14
0987c601-5769-49d7-8f72-24c14e8df75c,B0040,2038-12-31 05:13:00,11.27,M073,Manual,Yes,1.0,214.98,33.03
774a4776-ef2f-4bf6-933a-8b7472378008,B0038,2028-01-10 20:31:00,322.61,M072,Auto,Yes,0.87,214.5,43.08
1f3eb5e0-1b1c-4d43-9019-6eb8b6262199,B0009,2035-05-17 09:47:00,262.44,M051,Auto,Yes,1.0,232.11,38.34
2893b046-f6aa-4ffd-b2c9-5b0a9e94d616,B0010,2039-07-26 06:20:00,300.83,M041,Manual,No,0.84,212.37,45.09
3d6e34a1-69a7-4059-a6ed-5174579b3181,B0013,2034-01-25 22:34:00,398.93,M048,Manual,No,0.93,228.22,28.76
588b3c36-b73a-4040-a288-a36bb1543ccf,B0012,2034-03-02 20:52:00,326.84,M088,Auto,Yes,0.8,210.79,22.97
43d18231-4cee-4d24-b180-44a4ee7feb59,B0036,2031-04-06 08:22:00,95.64,M067,Auto,Yes,0.83,216.12,46.53
d665535c-908d-419f-843b-ac47b28ba87e,B0036,2036-03-28 18:13:00,186.78,M096,Auto,Yes,0.92,232.72,6.96
dbdc5184-5ba9-49fe-9e79-8eb7c7ffa135,B0046,2033-03-25 02:48:00,453.89,M067,Manual,No,0.98,212.91,30.79
b67e6c45-a49c-4e19-b665-0ec212fb017a,B0019,2028-02-12 20:35:00,387.27,M054,Auto,No,0.85,232.86,32.63
6210d43c-9a60-4bd3-8a39-2515f845998d,B0041,2039-02-09 00:30:00,282.75,M071,Auto,Yes,0.83,232.83,39.22
0ddabc5e-b2ec-4bc0-b0d0-21c7de472464,B0010,2026-05-31 22:30:00,135.27,M038,Manual,Yes,0.94,211.62,39.41
a0b76a3c-cde5-4541-94de-3f8ddcb2685e,B0049,2031-05-26 22:08:00,158.01,M084,Manual,No,0.97,218.33,12.71
9aeebc4a-dbe5-472d-b2c0-143302d0cb80,B0011,2037-08-06 05:25:00,368.66,M062,Auto,Yes,0.95,221.01,46.89
3015ea0c-c6ee-4000-ae80-8416e980e733,B0010,2030-11-18 14:21:00,427.08,M017,Auto,No,0.8,229.61,48.33
9d77d820-0aa5-4cb3-9dd8-88fea5959fa3,B0022,2027-09-08 12:26:00,339.0,M055,Manual,Yes,0.89,215.43,22.39
4bd9b1ff-5d21-4059-b0b6-0258521c5960,B0019,2037-07-26 18:17:00,406.67,M099,Manual,No,0.89,224.51,16.04
efc03d6b-df65-40c7-808b-247d3c57216d,B0026,2025-01-12 15:49:00,385.66,M032,Manual,Yes,0.7,222.24,36.34
46667f56-c04f-4ec6-8ec1-9786e15761fc,B0043,2032-10-17 01:52:00,83.35,M058,Auto,No,0.89,220.49,8.94
bd45e329-17e2-42d3-b2cf-4536116dde31,B0037,2033-09-26 14:24:00,217.73,M065,Manual,Yes,0.94,238.01,46.21
dc4d47a0-ef74-429d-bd6f-534b5939e937,B0001,2027-01-12 06:25:00,84.96,M022,Auto,No,0.94,223.33,49.15
443ec2c6-8f9d-4cf7-8fad-3f3c84932dd3,B0023,2037-06-20 22:03:00,125.27,M030,Auto,No,0.83,237.34,32.22
e18e92ff-16d7-4a20-8c98-9a11bc6289b1,B0022,2036-10-18 05:51:00,435.94,M075,Manual,No,0.91,236.94,21.58
12319394-b892-4093-adea-6195211d2a24,B0047,2030-01-07 02:00:00,241.72,M039,Manual,No,0.75,224.6,8.11
576091dc-b410-48af-8d1e-d8c2686a1dcb,B0003,2035-01-02 08:45:00,272.33,M061,Auto,Yes,0.9,224.98,20.44
5c97b929-c714-4350-97f4-ef1e640b394d,B0016,2034-06-09 10:34:00,97.44,M048,Auto,No,0.96,228.72,17.82
4db8d7e1-dc2c-457d-9eed-2f68e1a03f59,B0038,2039-01-03 14:38:00,163.01,M042,Manual,Yes,0.85,222.04,8.14
2fad70a0-9b06-4682-ad27-7a1a741e730a,B0043,2025-05-22 23:33:00,122.82,M050,Auto,No,0.72,216.47,29.06
7d1ccdb9-acc0-46d7-b962-2c651f635fb7,B0016,2027-01-03 18:02:00,111.03,M088,Auto,Yes,0.95,231.13,46.85
bc5b8e0b-cc72-42cb-bc99-35cdf2ea937d,B0028,2033-05-10 13:09:00,322.6,M047,Manual,No,0.85,215.07,16.11
2e84a315-4b73-438a-839b-befce8c973b8,B0003,2037-03-20 00:21:00,135.87,M024,Auto,Yes,0.98,230.26,46.39
bb8d2c34-9aa3-4713-8c61-4a58920180db,B0006,2036-11-28 17:42:00,319.69,M063,Auto,Yes,0.71,217.86,47.09
01b35ab4-a4ca-45e0-9ede-d75ce9c08552,B0034,2032-09-13 20:34:00,38.64,M027,Manual,No,0.76,213.21,27.18
9e502173-dda7-4fea-9ff3-67a2bf7ba434,B0015,2025-10-10 08:33:00,79.47,M026,Manual,Yes,0.97,229.12,33.31
e3bef8b3-4271-4b7e-99b2-73d3c6c70166,B0018,2031-06-29 02:50:00,144.52,M095,Manual,Yes,0.77,218.56,9.25
1b01029a-ea46-4f1b-95e1-04b9f9218a59,B0006,2032-08-11 12:09:00,302.55,M076,Auto,Yes,0.89,219.39,43.4
a95fac90-d6d6-463c-aa93-ac643200e4a8,B0022,2037-03-16 05:47:00,341.16,M091,Auto,No,0.89,228.78,14.93
b58368cd-f121-455f-9e0f-a8c5b942724e,B0025,2037-08-23 09:36:00,226.93,M004,Manual,Yes,0.97,239.63,27.05
9798f96f-ce78-4620-9dcb-d9b06fabc3b5,B0012,2030-03-23 10:08:00,228.44,M035,Auto,No,0.75,215.29,10.35
19bbf63d-4bcf-4184-9e16-034d421897e1,B0013,2025-04-05 15:39:00,365.01,M072,Auto,Yes,0.92,219.38,47.14
3c9c06cf-2bd1-4512-b752-68b56b96ee66,B0028,2039-04-10 11:08:00,17.75,M038,Manual,No,0.96,227.06,49.41
70bbf8e0-8bd1-46da-8c96-7e0fb151f4d1,B0049,2036-09-17 09:50:00,177.13,M073,Auto,No,1.0,215.96,12.99
8d2abfa3-b299-44b7-b57c-0538618322ba,B0004,2039-04-23 09:03:00,411.17,M015,Auto,No,0.86,225.41,8.37
02d6b20b-ffe5-4390-a088-7da0e8fd5c49,B0043,2025-11-29 13:11:00,305.58,M088,Manual,No,0.94,226.19,43.5
52a3a63e-5918-4ac1-8804-8b19306920ec,B0007,2039-01-09 21:47:00,175.24,M041,Manual,Yes,0.92,216.27,5.11
637e91ec-96a5-459c-9132-29c6a891cd87,B0005,2025-11-25 17:00:00,453.71,M073,Auto,Yes,0.77,228.03,43.96
c48ce15d-d587-4c1c-83c6-44b74e263460,B0001,2035-04-19 17:23:00,388.59,M043,Manual,Yes,0.81,235.47,39.03
